Patente;Latitud;Longitud;Tiempogps;Ruta;Velocidad;Ignición
BDXS-72;-33.3868904;-70.6010742;201709120002.47;BTS 00I;0.0;SI
MY-8862;-33.3875618;-70.6221542;201709120002.47;BTS 00I;0.0;SI
FZJS-98;-33.3893661;-70.6003113;201709120002.48;BTS 00I;28.89;SI
WA-8050;-33.3793907;-70.6349869;201709120002.48;T206 E0 00R;0.0;SI
CJRR-23;-33.3875961;-70.621994;201709120002.48;BTS 00I;0.0;SI
BJFF-74;-33.3798561;-70.633461;201709120002.48;T2TS 00I;18.89;SI
CJRB-89;-33.394825;-70.7600327;201709120002.49;BTS 00I;0.0;SI
CJRG-97;-33.377285;-70.6548691;201709120002.49;B16 00I;54.82;SI
CJRR-87;-33.3874435;-70.6225128;201709120002.49;BTS 00I;0.0;SI
WA-8057;-33.3792801;-70.6358566;201709120002.5;T2TS 00I;0.0;SI
CJRH-33;-33.4099922;-70.5522232;201709120002.5;T423 00R;45.93;SI
CRXZ-73;-33.3876152;-70.6217804;201709120002.5;BTS 00I;0.0;SI
CJRS-10;-33.3893089;-70.6010971;201709120002.51;BTS 00I;40.93;SI
BFKB-29;-33.3883057;-70.6221085;201709120002.51;BTS 00I;0.0;SI
FLXS-41;-33.3946457;-70.6260681;201709120002.51;F94 00I;46.86;SI
FLXR-95;-33.3876114;-70.6218567;201709120002.51;BTS 00I;0.0;SI
FZJL-65;-33.3875542;-70.622551;201709120002.51;BTS 00I;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120002.52;T2TS 00I;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120002.52;B57 00R;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120002.53;BTS 00I;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120002.53;B03 00R;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120002.53;F52 00I;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120002.53;BTS 00I;0.0;SI
ZN-6009;-33.4033165;-70.7318192;201709120002.53;T120 00R;0.0;SI
FLXB-59;-33.3755417;-70.647049;201709120002.54;BTS 00I;0.0;SI
CJRS-54;-33.4057961;-70.559288;201709120002.54;T406 00R;0.0;SI
ZB-6717;-33.3801994;-70.6377335;201709120002.55;T101 00I;0.0;SI
CJRH-88;-33.3786201;-70.5287552;201709120002.55;T405 00R;47.97;SI
CJRY-14;-33.3876877;-70.6218796;201709120002.55;BTS 00I;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120002.55;BTS 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120002.55;BTS 00I;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120002.56;BTS 00I;0.0;SI
ZB-6988;-33.4035034;-70.7314148;201709120002.56;T101 C0 00R;0.0;SI
FLXR-96;-33.4082108;-70.5494766;201709120002.56;B52 00I;43.89;SI
FLXC-26;-33.4000015;-70.5532532;201709120002.57;T426 00R;52.97;SI
WC-1732;-33.3793144;-70.6356506;201709120002.57;T2TS 00I;0.0;SI
WA-8073;-33.3803062;-70.6333618;201709120002.57;T208 00R;0.0;SI
CJRY-23;-33.3886871;-70.6220627;201709120002.57;BTS 00I;0.0;SI
CJRK-65;-33.3877106;-70.6216812;201709120002.58;BTS 00I;0.0;SI
BFKB-46;-33.379158;-70.6370697;201709120002.58;T2TS 00I;0.0;SI
CJJW-60;-33.3873825;-70.6223831;201709120002.58;BTS 00I;0.0;SI
ZU-6001;-33.3802299;-70.6339645;201709120002.58;T208 00R;0.0;SI
FLXB-52;-33.3808517;-70.6575241;201709120002.58;B27 00R;0.0;SI
CJRB-84;-33.3778992;-70.6529922;201709120002.58;B05 00I;51.86;SI
ZU-6511;-33.4033813;-70.7317886;201709120002.59;T110 00R;0.0;SI
CJRY-29;-33.3885307;-70.6205139;201709120002.59;BTS 00I;0.0;SI
FZJL-67;-33.4013634;-70.5182114;201709120002.59;B52 00R;35.93;SI
CJRK-35;-33.3879585;-70.6216888;201709120002.59;BTS 00I;0.0;SI
CJRJ-50;-33.3958855;-70.5808868;201709120002.59;T405 00R;41.86;SI
ZN-3994;-33.4028778;-70.7319717;201709120002.59;T1TS 00I;0.0;SI
MZ-8072;-33.3968315;-70.6181488;201709120003.0;BTS 00I;48.89;SI
CRXW-96;-33.3885422;-70.6218643;201709120003.0;BTS 00I;0.0;SI
FZJL-71;-33.3989449;-70.5875397;201709120003.0;BTS 00I;18.89;SI
ZN-5391;-33.3801117;-70.6334381;201709120003.0;T2TS 00I;0.0;SI
CJRC-99;-33.3918762;-70.7668686;201709120003.0;BTS 00I;66.86;SI
CJRR-86;-33.3885117;-70.6224747;201709120003.01;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120003.01;T225 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120003.02;B14 00R;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120003.02;BTS 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120003.02;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120003.02;T2TS 00I;0.0;SI
FZJL-54;-33.387928;-70.6222229;201709120003.03;BTS 00I;0.0;SI
FLXB-68;-33.3808937;-70.6575394;201709120003.03;B27 00R;5.93;SI
MZ-9906;-33.402195;-70.5943604;201709120003.03;B53 00R;37.97;SI
BJFG-20;-33.3883324;-70.6200714;201709120003.03;BTS 00I;0.0;SI
CJRT-71;-33.4056854;-70.5866394;201709120003.03;BTS 00I;44.82;SI
CJRR-10;-33.3876686;-70.6226349;201709120003.04;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120003.05;T2TS 00I;0.0;SI
FLXJ-80;-33.3961601;-70.5059738;201709120003.05;T421 00R;10.93;SI
BJFV-65;-33.3800888;-70.6369324;201709120003.05;T107 00R;0.0;SI
ZN-5557;-33.3801727;-70.6331787;201709120003.05;T216 00I;13.89;SI
CJRK-68;-33.3874817;-70.6219711;201709120003.05;BTS 00I;0.0;SI
CJRK-81;-33.3874817;-70.6223221;201709120003.05;BTS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120003.06;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120003.06;T2TS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120003.06;BTS 00I;0.0;SI
ZN-6282;-33.3793678;-70.637146;201709120003.06;T2TS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120003.06;BTS 00I;0.0;SI
CJRT-41;-33.392704;-70.5568771;201709120003.06;B71 00I;57.97;SI
CRXZ-75;-33.3877144;-70.6221695;201709120003.06;BTS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120003.06;BTS 00I;0.0;SI
CJRC-36;-33.3755112;-70.6477356;201709120003.07;B02 00R;5.93;SI
WA-8084;-33.3794899;-70.6353912;201709120003.07;T2TS 00I;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120003.07;BTS 00I;0.0;SI
FLXT-89;-33.3963013;-70.5045013;201709120003.08;B52 00I;0.0;SI
FLXS-40;-33.3960762;-70.6263123;201709120003.08;F94 00I;50.93;SI
WA-8081;-33.379982;-70.6332703;201709120003.08;T2TS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120003.08;T421 00I;0.0;SI
CRBW-31;-33.3879128;-70.6223221;201709120003.08;BTS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120003.08;BTS 00I;0.0;SI
MY-8859;-33.3885117;-70.6222534;201709120003.08;BTS 00I;0.0;SI
BDWL-44;-33.3798523;-70.6365128;201709120003.09;T225 00I;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120003.09;BTS 00I;0.0;SI
CJRV-45;-33.3790169;-70.574295;201709120003.09;T4TS 00I;77.97;SI
MY-3914;-33.3868904;-70.6010437;201709120003.09;B57 00R;0.0;SI
CJRC-97;-33.3840141;-70.7574234;201709120003.09;BTS 00I;46.86;SI
ZN-5758;-33.4033318;-70.7318573;201709120003.1;T128 00R;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120003.1;T2TS 00I;0.0;SI
BDWL-39;-33.3800774;-70.6351624;201709120003.1;T2TS 00I;0.0;SI
CJRD-15;-33.3776016;-70.7498932;201709120003.1;B12 00R;69.82;SI
CJRF-41;-33.3754387;-70.6473389;201709120003.11;B02 00I;0.0;SI
BFKB-45;-33.3795967;-70.6374283;201709120003.11;T2TS 00I;0.0;SI
CJRC-69;-33.3783684;-70.7508087;201709120003.12;BTS 00I;67.97;SI
CJRJ-81;-33.3806;-70.5308151;201709120003.12;T405 00R;48.89;SI
BJFG-52;-33.3801422;-70.6366501;201709120003.12;T1TS 00I;0.0;SI
CJRX-12;-33.4067039;-70.5606232;201709120003.12;T406 00I;13.89;SI
FLXB-32;-33.3756599;-70.6473999;201709120003.13;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120003.13;BTS 00I;0.0;SI
BJFG-27;-33.3885918;-70.6222687;201709120003.13;BTS 00I;0.0;SI
CJRK-71;-33.393013;-70.6242828;201709120003.13;BTS 00I;0.0;SI
CJRJ-59;-33.3830032;-70.5333862;201709120003.14;T405 00R;53.89;SI
BJFF-26;-33.3796234;-70.6341782;201709120003.14;T2TS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120003.14;BTS 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120003.14;B57 00R;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120003.15;BTS 00I;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120003.15;B22 00R;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120003.15;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120003.15;;0.0;SI
CJRX-27;-33.3756065;-70.5541916;201709120003.15;BTS 00I;59.82;SI
CJRF-38;-33.3755188;-70.6473541;201709120003.15;BTS 00I;0.0;SI
CJRC-67;-33.3755951;-70.6470795;201709120003.16;B01 00I;0.0;SI
CJRR-18;-33.3940163;-70.5457687;201709120003.17;B53 00I;8.89;SI
MY-8862;-33.3876343;-70.6219482;201709120003.17;BTS 00I;0.0;SI
BDXS-72;-33.3868904;-70.6010742;201709120003.17;BTS 00I;0.0;SI
CJRR-23;-33.3875961;-70.621994;201709120003.18;BTS 00I;0.0;SI
FZJS-98;-33.3900223;-70.6037292;201709120003.18;BTS 00I;61.86;SI
BJFF-74;-33.3795967;-70.6355515;201709120003.18;T2TS 00I;27.97;SI
WA-8050;-33.3793907;-70.6349869;201709120003.18;T206 E0 00R;0.0;SI
CJRR-87;-33.3874435;-70.6225128;201709120003.19;BTS 00I;0.0;SI
CJRB-89;-33.394825;-70.7600327;201709120003.19;BTS 00I;0.0;SI
CJRG-97;-33.3785057;-70.6515503;201709120003.19;B16 00I;25.93;SI
CRXZ-73;-33.3876152;-70.6217804;201709120003.2;BTS 00I;0.0;SI
FZJL-65;-33.3875542;-70.622551;201709120003.21;BTS 00I;0.0;SI
CJRS-10;-33.3908043;-70.6055908;201709120003.21;BTS 00I;56.86;SI
FLXS-41;-33.3971443;-70.6264267;201709120003.21;F94 00I;22.97;SI
FLXR-95;-33.3876114;-70.6218567;201709120003.21;BTS 00I;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120003.22;B57 00R;0.0;SI
BFKB-29;-33.3883057;-70.6221085;201709120003.22;BTS 00I;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120003.22;T2TS 00I;0.0;SI
ZN-6009;-33.4033165;-70.7318192;201709120003.23;T120 00R;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120003.23;B03 00R;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120003.23;F52 00I;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120003.23;BTS 00I;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120003.23;BTS 00I;0.0;SI
CJRS-54;-33.4072227;-70.5616989;201709120003.24;T406 00R;48.89;SI
FLXB-59;-33.3755417;-70.647049;201709120003.24;BTS 00I;0.0;SI
CJRH-88;-33.3812561;-70.5314102;201709120003.25;T405 00R;46.86;SI
CJRY-14;-33.3876877;-70.6218796;201709120003.25;BTS 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120003.25;BTS 00I;0.0;SI
ZB-6717;-33.3801994;-70.6377335;201709120003.25;T101 00I;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120003.25;BTS 00I;0.0;SI
ZB-6988;-33.4035034;-70.7314148;201709120003.26;T101 C0 00R;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120003.26;BTS 00I;0.0;SI
FLXR-96;-33.4082413;-70.5539017;201709120003.26;B52 00I;58.89;SI
CJRY-23;-33.3886871;-70.6220627;201709120003.27;BTS 00I;0.0;SI
WC-1732;-33.3793144;-70.6356506;201709120003.27;T2TS 00I;0.0;SI
WA-8073;-33.3803062;-70.6333618;201709120003.27;T208 00R;0.0;SI
FLXC-26;-33.4029312;-70.5560532;201709120003.27;T426 00R;54.82;SI
CJRK-65;-33.3877106;-70.6216812;201709120003.28;BTS 00I;0.0;SI
BFKB-46;-33.379158;-70.6370697;201709120003.28;T2TS 00I;0.0;SI
CJJW-60;-33.3873825;-70.6223831;201709120003.28;BTS 00I;0.0;SI
CJRB-84;-33.3793716;-70.6490173;201709120003.28;B05 00I;45.93;SI
FLXB-52;-33.3808289;-70.6558304;201709120003.28;B27 00R;52.97;SI
ZU-6001;-33.3802299;-70.6339645;201709120003.29;T208 00R;0.0;SI
CJRY-29;-33.3885307;-70.6205139;201709120003.29;BTS 00I;0.0;SI
CJRJ-50;-33.3969612;-70.5828323;201709120003.29;T405 00R;0.0;SI
ZN-3994;-33.4028778;-70.7319717;201709120003.29;T1TS 00I;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120003.29;BTS 00I;0.0;SI
FZJL-67;-33.4013214;-70.517662;201709120003.29;B52 00R;0.0;SI
ZU-6511;-33.4033813;-70.7317886;201709120003.29;T110 00R;0.0;SI
CRXW-96;-33.3885422;-70.6218643;201709120003.3;BTS 00I;0.0;SI
MZ-8072;-33.3951988;-70.6222153;201709120003.3;BTS 00I;47.97;SI
FZJL-71;-33.3971481;-70.588295;201709120003.3;BTS 00I;5.93;SI
CJRC-99;-33.3940735;-70.7692413;201709120003.3;BTS 00I;5.93;SI
BDWL-40;-33.3798904;-70.6350174;201709120003.31;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120003.31;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120003.32;T2TS 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120003.32;B14 00R;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120003.32;BTS 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120003.32;BTS 00I;0.0;SI
BJFG-20;-33.3883324;-70.6200714;201709120003.33;BTS 00I;0.0;SI
FLXB-68;-33.3808098;-70.6556931;201709120003.33;B27 00R;42.97;SI
FZJL-54;-33.387928;-70.6222229;201709120003.33;BTS 00I;0.0;SI
CJRT-71;-33.4064217;-70.5869751;201709120003.33;BTS 00I;0.0;SI
MZ-9906;-33.4039841;-70.5962906;201709120003.33;B53 00R;32.97;SI
CJRR-10;-33.3876686;-70.6226349;201709120003.34;BTS 00I;0.0;SI
CJRK-81;-33.3875809;-70.6220169;201709120003.34;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120003.35;T2TS 00I;0.0;SI
FLXJ-80;-33.3956184;-70.5081329;201709120003.35;T421 00R;32.97;SI
BJFV-65;-33.3800888;-70.6369324;201709120003.35;T107 00R;0.0;SI
CJRK-68;-33.3874817;-70.6219711;201709120003.35;BTS 00I;0.0;SI
ZN-5557;-33.3799019;-70.6337814;201709120003.35;T216 00I;0.0;SI
ZN-6282;-33.3793678;-70.637146;201709120003.36;T2TS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120003.36;BTS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120003.36;BTS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120003.36;BTS 00I;0.0;SI
CJRT-41;-33.3941498;-70.5611496;201709120003.36;B71 00I;20.93;SI
CRXZ-75;-33.3877144;-70.6221695;201709120003.36;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120003.36;T2TS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120003.37;T2TS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120003.37;BTS 00I;0.0;SI
CJRC-36;-33.3755035;-70.6477737;201709120003.37;B02 00R;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120003.37;BTS 00I;0.0;SI
FLXS-40;-33.39814;-70.626564;201709120003.38;F94 00I;41.86;SI
FLXT-89;-33.3963013;-70.5045013;201709120003.38;B52 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120003.38;T421 00I;0.0;SI
WA-8081;-33.379982;-70.6332703;201709120003.38;T2TS 00I;0.0;SI
MY-8859;-33.3885117;-70.6222534;201709120003.38;BTS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120003.38;BTS 00I;0.0;SI
CJRV-45;-33.3808517;-70.5809555;201709120003.39;T4TS 00I;77.97;SI
BDWL-44;-33.3798523;-70.6365128;201709120003.39;T225 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120003.39;B57 00R;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120003.39;BTS 00I;0.0;SI
CJRC-97;-33.3863869;-70.7602768;201709120003.39;BTS 00I;42.97;SI
ZN-5758;-33.4033318;-70.7318573;201709120003.4;T128 00R;0.0;SI
CJRD-15;-33.3813591;-70.7542801;201709120003.4;B12 00R;64.82;SI
BDWL-39;-33.3800774;-70.6351624;201709120003.4;T2TS 00I;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120003.4;T2TS 00I;0.0;SI
BJFG-52;-33.3801422;-70.6366501;201709120003.41;T1TS 00I;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120003.41;B02 00I;0.0;SI
CJRJ-81;-33.3831253;-70.5336914;201709120003.42;T405 00R;41.86;SI
CJRX-12;-33.4050636;-70.5578384;201709120003.42;T406 00I;23.89;SI
CJRC-69;-33.3818474;-70.7548828;201709120003.42;BTS 00I;66.86;SI
BJFG-27;-33.3885918;-70.6222687;201709120003.43;BTS 00I;0.0;SI
FLXB-32;-33.3756599;-70.6473999;201709120003.43;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120003.43;BTS 00I;0.0;SI
CJRK-71;-33.393013;-70.6242828;201709120003.43;BTS 00I;0.0;SI
CJRJ-59;-33.382225;-70.5356216;201709120003.44;T405 00R;50.93;SI
MY-3918;-33.3870468;-70.6009979;201709120003.44;B57 00R;0.0;SI
BJFF-26;-33.3796234;-70.6341782;201709120003.44;T2TS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120003.44;BTS 00I;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120003.45;BTS 00I;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120003.45;BTS 00I;0.0;SI
CJRF-38;-33.3755798;-70.6474304;201709120003.45;BTS 00I;7.96;SI
MX-4326;-33.3885498;-70.6204147;201709120003.45;B22 00R;0.0;SI
CJRX-27;-33.3761787;-70.5595703;201709120003.45;BTS 00I;59.82;SI
WB-1022;-33.3796539;-70.6340714;201709120003.45;;0.0;SI
CJRC-67;-33.3755951;-70.6470795;201709120003.46;B01 00I;0.0;SI
BDXS-72;-33.3868904;-70.6010742;201709120003.47;BTS 00I;0.0;SI
MY-8862;-33.3876343;-70.6219482;201709120003.47;BTS 00I;0.0;SI
CJRR-18;-33.3972244;-70.5445328;201709120003.47;B53 00I;62.97;SI
CJRR-23;-33.3876381;-70.6219177;201709120003.48;BTS 00I;0.0;SI
BJFF-74;-33.3789864;-70.6375961;201709120003.48;T2TS 00I;17.96;SI
FZJS-98;-33.3926392;-70.6073456;201709120003.48;BTS 00I;55.93;SI
WA-8050;-33.3793907;-70.6349869;201709120003.48;T206 E0 00R;0.0;SI
CJRG-97;-33.3797073;-70.6483459;201709120003.49;B16 00I;43.89;SI
CJRR-87;-33.3874435;-70.6225128;201709120003.49;BTS 00I;0.0;SI
CJRB-89;-33.394825;-70.7600327;201709120003.49;BTS 00I;0.0;SI
CRXZ-73;-33.3876152;-70.6217804;201709120003.5;BTS 00I;0.0;SI
FZJL-65;-33.3875542;-70.622551;201709120003.51;BTS 00I;0.0;SI
FLXS-41;-33.3995972;-70.6273651;201709120003.51;F94 00I;36.86;SI
FLXR-95;-33.3876114;-70.6218567;201709120003.51;BTS 00I;0.0;SI
CJRS-10;-33.3935013;-70.6087341;201709120003.51;BTS 00I;53.89;SI
ZN-6599;-33.3800735;-70.6337128;201709120003.52;T2TS 00I;0.0;SI
BFKB-29;-33.3883057;-70.6221085;201709120003.52;BTS 00I;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120003.52;B57 00R;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120003.53;BTS 00I;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120003.53;BTS 00I;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120003.53;B03 00R;0.0;SI
ZN-6009;-33.4033165;-70.7318192;201709120003.53;T120 00R;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120003.53;F52 00I;0.0;SI
FLXB-59;-33.3755417;-70.647049;201709120003.54;BTS 00I;0.0;SI
CJRS-54;-33.4079933;-70.5646286;201709120003.54;T406 00R;0.0;SI
CJRY-14;-33.3876877;-70.6218796;201709120003.55;BTS 00I;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120003.55;BTS 00I;0.0;SI
CJRH-88;-33.3831291;-70.5341415;201709120003.55;T405 00R;21.85;SI
ZB-6717;-33.3801994;-70.6377335;201709120003.55;T101 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120003.55;BTS 00I;0.0;SI
ZB-6988;-33.4035034;-70.7314148;201709120003.56;T101 C0 00R;0.0;SI
FLXR-96;-33.4080009;-70.5552597;201709120003.56;B52 00I;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120003.56;BTS 00I;0.0;SI
WA-8073;-33.3803062;-70.6333618;201709120003.57;T208 00R;0.0;SI
FLXC-26;-33.4045563;-70.5573273;201709120003.57;T426 00R;0.0;SI
CJRY-23;-33.3886871;-70.6220627;201709120003.57;BTS 00I;0.0;SI
WC-1732;-33.3793144;-70.6356506;201709120003.57;T2TS 00I;0.0;SI
CJJW-60;-33.3873825;-70.6223831;201709120003.58;BTS 00I;0.0;SI
CJRK-65;-33.3877106;-70.6216812;201709120003.58;BTS 00I;0.0;SI
BFKB-46;-33.379158;-70.6370697;201709120003.58;T2TS 00I;0.0;SI
CJRB-84;-33.3808517;-70.6453323;201709120003.58;B05 00I;38.89;SI
FLXB-52;-33.38097;-70.6524582;201709120003.58;B27 00R;37.97;SI
ZN-3994;-33.4028778;-70.7319717;201709120003.59;T1TS 00I;0.0;SI
FZJL-67;-33.4013214;-70.517662;201709120003.59;B52 00R;0.0;SI
ZU-6511;-33.4033813;-70.7317886;201709120003.59;T110 00R;0.0;SI
CRYL-60;-33.3754082;-70.5239716;201709120003.59;B51 00R;55.93;SI
ZU-6001;-33.3802299;-70.6339645;201709120003.59;T208 00R;0.0;SI
CJRY-29;-33.3885307;-70.6205139;201709120003.59;BTS 00I;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120003.59;BTS 00I;0.0;SI
CJRJ-50;-33.3976898;-70.5847321;201709120003.59;T405 00R;46.86;SI
CJRC-99;-33.3935852;-70.7682571;201709120004.0;BTS 00I;14.82;SI
FZJL-71;-33.3955879;-70.5892105;201709120004.0;BTS 00I;32.97;SI
MZ-8072;-33.3937988;-70.6246719;201709120004.0;BTS 00I;12.96;SI
CRXW-96;-33.3885422;-70.6218643;201709120004.0;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120004.01;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120004.01;BTS 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120004.02;B14 00R;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120004.02;BTS 00I;0.0;SI
MZ-9824;-33.3874359;-70.6221695;201709120004.02;BTS 00I;14.82;SI
BFKB-44;-33.3798943;-70.6342087;201709120004.02;T2TS 00I;0.0;SI
FLXB-68;-33.3809586;-70.652771;201709120004.03;B27 00R;26.85;SI
BJFG-20;-33.3883324;-70.6200714;201709120004.03;BTS 00I;0.0;SI
MZ-9906;-33.4060593;-70.5985184;201709120004.03;B53 00R;28.89;SI
FZJL-54;-33.387928;-70.6222229;201709120004.03;BTS 00I;0.0;SI
CJRT-71;-33.4072037;-70.58741;201709120004.03;BTS 00I;40.93;SI
CJRR-10;-33.3876686;-70.6226349;201709120004.04;BTS 00I;0.0;SI
ZN-5557;-33.3799019;-70.6337814;201709120004.05;T216 00I;0.0;SI
CJRK-68;-33.3874817;-70.6219711;201709120004.05;BTS 00I;0.0;SI
BJFV-65;-33.3800888;-70.6369324;201709120004.05;T107 00R;0.0;SI
FLXJ-80;-33.3953552;-70.5095596;201709120004.05;T421 00R;32.97;SI
CJRK-81;-33.3875809;-70.6220169;201709120004.05;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120004.05;T2TS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120004.06;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120004.06;T2TS 00I;0.0;SI
ZN-6282;-33.3793678;-70.637146;201709120004.06;T2TS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120004.06;BTS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120004.06;BTS 00I;0.0;SI
CRXZ-75;-33.3877144;-70.6221695;201709120004.06;BTS 00I;0.0;SI
CJRT-41;-33.3943481;-70.5616837;201709120004.06;B71 00I;19.82;SI
CJRR-74;-33.3880081;-70.6220932;201709120004.07;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120004.07;T2TS 00I;0.0;SI
BJFF-13;-33.3796501;-70.6339722;201709120004.07;T208 00R;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120004.07;BTS 00I;0.0;SI
CJRC-36;-33.3755035;-70.6477737;201709120004.07;B02 00R;0.0;SI
FLXS-40;-33.4001198;-70.6277847;201709120004.08;F94 00I;27.97;SI
WA-8081;-33.379982;-70.6332703;201709120004.08;T2TS 00I;0.0;SI
MY-8859;-33.3885117;-70.6222534;201709120004.08;BTS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120004.08;T421 00I;0.0;SI
FLXT-89;-33.3963013;-70.5045013;201709120004.08;B52 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120004.08;BTS 00I;0.0;SI
BDWL-44;-33.3798523;-70.6365128;201709120004.09;T225 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120004.09;B57 00R;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120004.09;BTS 00I;0.0;SI
CJRC-97;-33.3889465;-70.763298;201709120004.09;BTS 00I;47.97;SI
CJRV-45;-33.3818321;-70.587822;201709120004.09;T4TS 00I;75.93;SI
BDWL-39;-33.3800774;-70.6351624;201709120004.1;T2TS 00I;0.0;SI
ZN-5758;-33.4033318;-70.7318573;201709120004.1;T128 00R;0.0;SI
